,first_article,last_article,path_count
2279,Sermon_on_the_Mount,Manufacturing,3
2280,Tea,DVD,3
2281,Red_Kite,Canterbury_Cathedral,3
2282,Wernher_von_Braun,Helium,3
2283,Taoism,Industrial_Revolution,3
2284,Uganda,Manifest_Destiny,3
2285,Quantum_mechanics,Internet,3
2286,Vinaya,Alternating_current,3
2287,Dixie_Mission,The_Simpsons,3
2288,Uganda,IPod,3
2289,Hurricane_John_%282006%29,Barium,3
2290,Blood_type,Constitutional_monarchy,3
2291,Blood_type,Julius_Caesar,3
2292,London,Zambia,3
2293,Cuba,Stonehenge,3
2294,Holkham_Hall,Cheers,3
2295,Homestar_Runner,Tree,3
2296,Photon,Christopher_Columbus,3
2297,North_Sea,Dance,3
2298,Dixie_Mission,Protein,3
2299,Lake_Superior,Bratislava,3
2300,The_Bahamas,Dead_Sea,3
2301,Spider,Warsaw,3
2302,The_Bahamas,Wolfgang_Amadeus_Mozart,3
2303,Gangtok,George_Washington,3
2304,Barn_Owl,Nicolaus_Copernicus,3
2305,History_of_post-Soviet_Russia,Hydrogen,3
2306,Potassium_nitrate,Channel_Islands,3
2307,The_Beatles,Adolf_Hitler,3
2308,Football,Penguin,3
2309,Tamarind,University_of_Chicago,3
2310,Pride_and_Prejudice,Benito_Mussolini,3
2311,History_of_Russia,Typewriter,3
2312,White_cliffs_of_Dover,Gas_tungsten_arc_welding,3
2313,The_Lion_King,Microsoft,3
2314,History_of_South_Africa,South_Korea,3
2315,Barn_Owl,Alcohol,3
2316,Scottish_mythology,Gorilla,3
2317,Domesday_Book,Garden,3
2318,History_of_South_Africa,Promethium,3
2319,Paprika,Great_Wall_of_China,3
2320,Harare,Palm_oil,3
2321,The_Godfather,Universe,3
2322,Ice,Chicago_Bears,3
2323,History_of_democracy,North_Africa,3
2324,Tibet,Internet,3
2325,16th_century,Trinity,3
2326,Greek_mythology,Antelope,3
2327,Doha,Microsoft,3
2328,Ammonia,Kuwait,3
2329,Buddha,Clay,3
2330,Antoine_Lavoisier,President_of_the_United_States,3
2331,Ku_Klux_Klan,Science,3
2332,British_Virgin_Islands,Chemical_element,3
2333,Pink_Pigeon,Washington%2C_D.C.,3
2334,Onion,Russia,3
2335,Hymenoptera,Computer_science,3
2336,Kangaroo,Philosophy,3
2337,Old_English_language,Palau,3
2338,Statue_of_Zeus_at_Olympia,Liberalism,3
2339,Guinness,God,3
2340,Statue_of_Zeus_at_Olympia,Montreal,3
2341,Kangaroo,London,3
2342,Theatre_in_the_round,Dubai,3
2343,Kangaroo,Alexander_the_Great,3
2344,Stegosaurus,Chemistry,3
2345,Guinness,Star_Trek,3
2346,Banjul,Sri_Lankan_Civil_War,3
2347,Astrology,Zebra,3
2348,Stegosaurus,Tripoli,3
2349,Visual_arts,Bassoon,3
2350,Onion,Jurassic,3
2351,Guinness,6th_century,3
2352,Stegosaurus,Caspian_Sea,3
2353,Coconut_oil,Marseille,3
2354,Guqin,Boeing_747,3
2355,Earthquake,Gmail,3
2356,Stegosaurus,Kangaroo,3
2357,Glorious_Revolution,Persian_Empire,3
2358,Space_Invaders,Firearm,3
2359,Fair_Isle,Apollo_11,3
2360,Eagle,Chromium,3
2361,Sharon_Tate,Rubidium,3
2362,Elvis_Presley,Rome,3
2363,Erwin_Rommel,Damascus,3
2364,Sputnik_2,DVD,3
2365,Irish_people,Biosphere,3
2366,Homer,Mexico_City,3
2367,Sputnik_2,Elementary_algebra,3
2368,Gold_standard,Republic_of_China,3
2369,J._K._Rowling,Police,3
2370,New_moon,French_language,3
2371,Sea_of_Galilee,William_Henry_Harrison,3
2372,Carboniferous,Muhammad,3
2373,Carboniferous,Cancer,3
2374,Greenland,Microsoft,3
2375,Jump_rope,Ethnic_group,3
2376,Stained_glass,Fish,3
2377,Allosaurus,Hurricane_Camille,3
2378,Vitamin_D,Winston_Churchill,3
2379,Sugar_beet,Climate_change,3
2380,Wave,Baltic_Sea,3
2381,Juvenile_delinquency,Fertilizer,3
2382,Scrooge_McDuck,Long_pepper,3
2383,Eric_Clapton,Rhenium,3
2384,Scrooge_McDuck,Istanbul,3
2385,Space_Shuttle_Columbia_disaster,Advertising,3
2386,Elephant_bird,Elementary_algebra,3
2387,Gustavus_Franklin_Swift,Moon,3
2388,Super_Mario_64,Gunpowder,3
2389,Pakistan,North_America,3
2390,List_of_vegetable_oils,Theatre,3
2391,Felice_Beato,Cancer,3
2392,Alphabet,Capital,3
2393,Cold_War,Sun,3
2394,Venus,Second_Boer_War,3
2395,Scotland_in_the_High_Middle_Ages,Film,3
2396,Alfred_Nobel,Michigan_State_University,3
2397,Obi-Wan_Kenobi,Microsoft,3
2398,Puffin,Ozone_depletion,3
2399,Global_city,Windows_Vista,3
2400,Venus,Gallium,3
2401,James_Garfield,Outer_Hebrides,3
2402,Mao_Zedong,Cataract,3
2403,Kargil_War,Aircraft_carrier,3
2404,Extinction,Germany,3
2405,Accountancy,Feather,3
2406,Darth_Vader,Sweden,3
2407,Island_Fox,Nitrification,3
2408,Jesus,Christianity,3
2409,Polish-Soviet_War,Cancer,3
2410,Retina,Steam_engine,3
2411,Retina,Language,3
2412,Saudi_Arabia,Diamond_simulant,3
2413,Plymouth,Helsinki,3
2414,Desert,Library_of_Congress,3
2415,Marco_Polo,Zeus,3
2416,Stephen_Harper,Cystic_fibrosis,3
2417,Aggregator,Archaeology,3
2418,Weather_forecasting,England,3
2419,Pumpkin,Michael_Faraday,3
2420,The_Marriage_of_Figaro,The_Lord_of_the_Rings_film_trilogy,3
2421,Zinc,American_Revolutionary_War,3
2422,Napster,Inductance,3
2423,Gyeongju,Eric_Clapton,3
2424,Ptolemy,Central_processing_unit,3
2425,Gmail,Logic,3
2426,Puerto_Rico,Auckland,3
2427,Tanzania,James_II_of_England,3
2428,Puerto_Rico,Binoculars,3
2429,Karachi,Malcolm_X,3
2430,Common_cold,Buddha,3
2431,Puerto_Rico,Literature,3
2432,Enigma_machine,Arctic_Ocean,3
2433,Vegetation,Pluto,3
2434,World_Wide_Web,Color,3
2435,English_poetry,Nitrogen_fixation,3
2436,Buddhism,Geology,3
2437,Neutron,Sony,3
2438,Scots_language,Speaker_of_the_British_House_of_Commons,3
2439,Buddhism,War,3
2440,Rainbow,Liberalism,3
2441,Pneumonia,Cat,3
2442,Parliament_of_the_United_Kingdom,The_Lord_of_the_Rings_film_trilogy,3
2443,Last_Supper,Bull_shark,3
2444,Munich,Ichthyosaur,3
2445,Diamond,Saturn,3
2446,Great_Auk,Chicago_Bears,3
2447,Goose,Pythagoras,3
2448,Eyelid,ITunes,3
2449,Eyelid,Herring_Gull,3
2450,Tooth_enamel,Terrorism,3
2451,Goose,Pikachu,3
2452,British_Empire,Aristotle,3
2453,Pyongyang,Jupiter,3
2454,Speaker_of_the_British_House_of_Commons,Chinese_language,3
2455,Sesame,Iraq,3
2456,Gordon_Brown,Golden_Eagle,3
2457,Bermuda,Tamil_people,3
2458,Weed,Clifton_Suspension_Bridge,3
2459,Pyrite,Animation,3
2460,Cider,Pea,3
2461,Weed,Bretton_Woods_system,3
2462,Iraq,Conakry,3
2463,Windows_XP,U2,3
2464,Ireland,Sand,3
2465,British_Empire,Prague,3
2466,Tour_de_France,AIDS,3
2467,Metamorphic_rock,Ska,3
2468,Great_Moravia,Star_Wars_Episode_IV__A_New_Hope,3
2469,Goose,Leaning_Tower_of_Pisa,3
2470,Russia,Ecuador,3
2471,Coconut,Arctic,3
2472,Extraterrestrial_life,Lake_Superior,3
2473,Igneous_rock,T-34,3
2474,Momentum,Panama_Canal,3
2475,Board_game,Crusades,3
2476,Momentum,Flag_of_India,3
2477,Board_game,Humanism,3
2478,Albatross,Textile,3
2479,Board_game,Chromium,3
2480,Russia,Psychology,3
2481,Sheffield,Cotopaxi,3
2482,Indian_Ocean,Famine,3
2483,Irish_Sea,Hudson_Bay,3
2484,Algebra,Biology,3
2485,Ozone_depletion,Flag_of_South_Africa,3
2486,Indian_Ocean,Thorium,3
2487,Panama_Canal,Calligraphy,3
2488,Margaret_Thatcher,Apollo,3
2489,Space_suit,Gliese_876_b,3
2490,Entropy,Doha,3
2491,Stuttgart,Tripoli,3
2492,Sumo,Hydrochloric_acid,3
2493,Data_Encryption_Standard,Maya_mythology,3
2494,Sesame_Street,George_II_of_Great_Britain,3
2495,Geography_of_Ireland,Pyongyang,3
2496,Qin_Shi_Huang,Pi,3
2497,Space_suit,Pacific_Ocean,3
2498,Great_Moravia,Giraffe,3
2499,Odyssey,Famine,3
2500,Jorge_Luis_Borges,Elephant,3
2501,Selena,Frog,3
2502,Democratic_Action_Party,Fruit,3
2503,Jamaica,Bread,3
2504,Cheetah,Bob_Dylan,3
2505,Seinfeld,Carnivore,3
2506,John_Sentamu,Velociraptor,3
2507,Cheetah,Panama,3
2508,Albinism,Tungsten,3
2509,Odyssey,Quantum_mechanics,3
2510,Great_comet,Sound,3
2511,Jamaica,Business,3
2512,Odysseus,California,3
2513,J._R._R._Tolkien,Star_Wars_Episode_IV__A_New_Hope,3
2514,Metamorphic_rock,Plutonium,3
2515,CPU_cache,Platypus,3
2516,Fern,Space_Shuttle_Columbia,3
2517,Pearl,Tree,3
2518,Eskimo,Tanzania,3
2519,Pneumonia,Kuwait_City,3
2520,African_dwarf_frog,London_Bridge,3
2521,Space_Shuttle_Endeavour,Calcite,3
2522,Roman_Catholic_Church,Babylonia,3
2523,Jordan,Cerium,3
2524,Lettuce,Radio,3
2525,Gold,Snow,3
2526,Sudan,55_Cancri_b,3
2527,Weed,Bicycle,3
2528,Epic_of_Gilgamesh,Fungus,3
2529,Special_relativity,Panama,3
2530,Great_Pyramid_of_Giza,Suleiman_the_Magnificent,3
2531,BASIC,Paris,3
2532,Coffee,Wood,3
2533,J._R._R._Tolkien,Polymerase_chain_reaction,3
2534,Great_Spotted_Woodpecker,ITunes,3
2535,Coffee,Berlin,3
2536,Baroque,Nile,3
2537,Basil,Mass_media,3
2538,Metamorphic_rock,Jazz,3
2539,Coffee,Aircraft_carrier,3
2540,Baroque,Tyrannosaurus,3
2541,Coffee,DNA_repair,3
2542,Portuguese_language,Universe,3
2543,J._R._R._Tolkien,Montreal_Metro,3
2544,Irish_people,Glasses,3
2545,Coffee,Indian_independence_movement,3
2546,Euphrates,Central_processing_unit,3
2547,Space_Shuttle_Endeavour,Jordan,3
2548,Golden_Gate_Highlands_National_Park,Bassoon,3
2549,Great_Wall_of_China,Stonehenge,3
2550,Jesus,Malaria,3
2551,Singapore,Ancient_Rome,3
2552,Venus,Germany,3
2553,Invasion,Australian_English,3
2554,Flag_of_Australia,Federal_Bureau_of_Investigation,3
2555,Communication,Eritrea,3
2556,Planetary_habitability,Internet_Explorer,3
2557,Almond,French_language,3
2558,Edward_VII_of_the_United_Kingdom,Muhammad,3
2559,Book,Chemistry,3
2560,James_Lovelock,Hawk-Eye,3
2561,Mars_Reconnaissance_Orbiter,Computer_science,3
2562,Spacecraft_propulsion,Blacktip_reef_shark,3
2563,Benito_Mussolini,Delhi,3
2564,Euclidean_geometry,Uranus,3
2565,Edward_Teller,Community,3
2566,Marshall_Islands,Brain,3
2567,Edward_Jenner,Neptunium,3
2568,Spacecraft_propulsion,William_Gilbert,3
2569,Hello_Garci_scandal,Lung_cancer,3
2570,Sugar,Iron_Age,3
2571,Pound_sterling,Buddha,3
2572,Heat,Italy,3
2573,Sikhism,Boeing_747,3
2574,Flag_of_Hong_Kong,George_W._Bush,3
2575,Buckingham_Palace,Uganda,3
2576,Sugar,Coin,3
2577,Oxygen,New_moon,3
2578,Apollo_8,Buckingham_Palace,3
2579,Malaria,Geology,3
2580,Cocoa,Snow,3
2581,Planetary_nebula,Bridge,3
2582,Konrad_Lorenz,Bill_Clinton,3
2583,Magnetism,La_Paz,3
2584,Magnetism,Whale,3
2585,Pottery,Malaria,3
2586,Magnetism,Achilles,3
2587,Blue_Whale,Absolute_zero,3
2588,Gull,Vegetable,3
2589,Race,Venus,3
2590,Pottery,Avalanche,3
2591,Ragtime,German_language,3
2592,Central_processing_unit,Infrastructure,3
2593,Effect_of_Hurricane_Katrina_on_New_Orleans,Euro,3
2594,Water,Harry_Potter,3
2595,Water,Bicycle,3
2596,Soviet_Union,Coccinellidae,3
2597,Typhoon_Saomai_%282006%29,Tripoli,3
2598,Central_processing_unit,Meningitis,3
2599,Nutmeg,Aquarium,3
2600,Cairo,Carbon,3
2601,Korea,Bill_Clinton,3
2602,Pyramid,Paleontology,3
2603,Cocoa,Moon,3
2604,Edward_V_of_England,Zebra,3
2605,James_Watt,Rapping,3
2606,Edward_IV_of_England,Vancouver,3
2607,Voting,Scotland,3
2608,Super_Bowl_XL,Kyrgyzstan,3
2609,Krazy_Kat,Xenon,3
2610,Krill,World_Wide_Web,3
2611,Pyramid,Bob_Marley,3
2612,Light,Australia,3
2613,Krill,European_Parliament,3
2614,Bassoon,Ottoman_Empire,3
2615,Government,Saturn,3
2616,Actor,Norse_mythology,3
2617,Ralph_Nader,Karl_Marx,3
2618,Light,Royal_Air_Force,3
2619,Actor,Egyptian_pyramids,3
2620,Krill,Lord_Voldemort,3
2621,Ludwig_van_Beethoven,Gautama_Buddha,3
2622,Salt,Cassowary,3
2623,John_Constable,Wombat,3
2624,Vertebrate,Cider,3
2625,Economy_of_Pakistan,Gas_giant,3
2626,Genghis_Khan,Trinidad_and_Tobago,3
2627,Henri_Matisse,Alcohol,3
2628,Economy_of_Pakistan,Lipid,3
2629,Russian_constitutional_crisis_of_1993,Maya_civilization,3
2630,Garden,Film,3
2631,Ralph_Nader,Gallium,3
2632,Bat,Palm_oil,3
2633,Mount_Rainier,Sudan,3
2634,Voting,Organism,3
2635,Helsinki,Vanilla,3
2636,Mallard,Pluto,3
2637,Internet_Explorer,Glasgow,3
2638,Civil_society,Nickel,3
2639,Voting,Tyrannosaurus,3
2640,Pyramid,Mahatma_Gandhi,3
2641,Celine_Dion,Forest,3
2642,Voting,B_vitamins,3
2643,Flag_of_Hong_Kong,Diego_Maradona,3
2644,German_language,Church_of_Ireland,3
2645,Voting,Yemen,3
2646,Sun,Moon,3
2647,Matter,Fossil,3
2648,Stag_beetle,Colombia,3
2649,Franz_Schubert,Photon,3
2650,Matter,Yom_Kippur_War,3
2651,Sun,Paris,3
2652,Mount_Rainier,Church_of_England,3
2653,Kyoto_Protocol,Andes,3
2654,Sun,Spyware,3
2655,Edward_Gibbon,Windows_Vista,3
2656,Broadcasting,Galaxy,3
2657,Board_game,North_Korea,3
2658,Krakatoa,Romulus_Augustus,3
2659,Pottery,Emotion,3
2660,Amazon_River,Dolphin,3
2661,Gliese_876_d,Nickel,3
2662,Wikipedia,Amsterdam,3
2663,Star_Wars,George_Washington,3
2664,Rabbit,Emperor_Penguin,3
2665,Francis_Crick,Swastika,3
2666,Cancer,Mary_I_of_Scotland,3
2667,James_II_of_England,Rabbit,3
2668,Latin,Mother_Teresa,3
2669,Sandy_Koufax,Victoria_of_the_United_Kingdom,3
2670,Kerala,Battle_of_Normandy,3
2671,Tropical_cyclone,Ariel_Sharon,3
2672,Sichuan_Pepper,Pound_sterling,3
2673,William_Howard_Taft,Beekeeping,3
2674,Cryptography,Zimbabwe,3
2675,Neil_Armstrong,Swastika,3
2676,Doom,Columbia_River,3
2677,Harry_Potter,Philosophy,3
2678,Elementary_arithmetic,Library,3
2679,Doom,Ancient_Rome,3
2680,Falcon,Leonardo_da_Vinci,3
2681,Westminster_System,Tuna,3
2682,Halfbeak,Socrates,3
2683,Falcon,Jupiter,3
2684,Chimpanzee,National_Hockey_League,3
2685,Harry_Potter,Russia,3
2686,William_Howard_Taft,American_Revolutionary_War,3
2687,Pterosaur,Football,3
2688,Chimpanzee,Neil_Armstrong,3
2689,Sanssouci,Hippopotamus,3
2690,IPod,Croatia,3
2691,Strait_of_Malacca,Water,3
2692,Singapore,Microsoft,3
2693,Grand_Canal_of_China,Darth_Vader,3
2694,John_Maynard_Keynes,Djibouti,3
2695,Scattered_disc,Czech_Republic,3
2696,Hannibal_Barca,Wall_Street,3
2697,Scandium,Ptolemy,3
2698,Joan_of_Arc,Rubidium,3
2699,John_Maynard_Keynes,Rhodium,3
2700,Jesus,Niobium,3
2701,Joan_of_Arc,Panama_Canal,3
2702,Jesus,Stephen_of_England,3
2703,List_of_vegetable_oils,Peru,3
2704,Cod,Planet,3
2705,Tennis,River,3
2706,List_of_vegetable_oils,Hungary,3
2707,Equatorial_Guinea,Vampire,3
2708,Cancer,Lerwick,3
2709,James_II_of_England,FIFA_World_Cup,3
2710,Stroke,Irrigation,3
2711,Stroke,United_Arab_Emirates,3
2712,The_Hobbit,Judaism,3
2713,Pakistan,Stockholm,3
2714,Elementary_arithmetic,Music,3
2715,Tree,Plato,3
2716,Infrastructure,Dead_Sea,3
2717,Integrated_circuit,Blue_Whale,3
2718,Keira_Knightley,Barley,3
2719,Lima,Battle_of_Britain,3
2720,Graphic_novel,Turquoise,3
2721,Samoa,Mexico_City,3
2722,Wellington,Actor,3
2723,Robert_Boyle,Sphere,3
2724,Kiev,Vitamin,3
2725,Ice_sheet,Cocoa,3
2726,Radish,Palace_of_Westminster,3
2727,Robert_Boyle,Tel_Aviv,3
2728,Graphic_novel,Banana,3
2729,Fatty_acid,Formula_One,3
2730,Rain,Television,3
2731,Saltasaurus,Egypt,3
2732,Tupac_Shakur,Swastika,3
2733,Nepal,Bronze_Age,3
2734,Pythagorean_theorem,Manchester,3
2735,Nepal,English_Reformation,3
2736,Marshall_Islands,Moss,3
2737,Iranian_peoples,Mount_Vesuvius,3
2738,Bible,Biology,3
2739,Neil_Armstrong,Common_cold,3
2740,Iranian_peoples,New_England_Patriots,3
2741,Keira_Knightley,Hurricane_Andrew,3
2742,Plasma_%28physics%29,Turin,3
2743,Infrastructure,Second_Boer_War,3
2744,Kiev,Darth_Vader,3
2745,Tree,Elvis_Presley,3
2746,Genetics,John_F._Kennedy,3
2747,Irish_theatre,Climate,3
2748,Platinum,Tehran,3
2749,Myco-heterotrophy,Redshift,3
2750,Olive_oil,Color_blindness,3
2751,Whale,Water_resources,3
2752,Macintosh,Djibouti,3
2753,San_Marino,Mars,3
2754,Graphic_novel,Space_Shuttle_Challenger_disaster,3
2755,Down_syndrome,Fossil,3
2756,Harry_Potter,Domesticated_turkey,3
2757,Apple,Mythology,3
2758,Whale,Water,3
2759,Soukous,Margaret_Thatcher,3
2760,Sunlight,Rabies,3
2761,Harry_Potter,Tellurium,3
2762,Macintosh,Turtle,3
2763,William_Howard_Taft,La_Paz,3
2764,Firearm,Microscope,3
2765,John_Logie_Baird,Gold_standard,3
2766,Menstrual_cycle,Deity,3
2767,Biodiversity,Hong_Kong,3
2768,Railway_post_office,Ukraine,3
2769,14th_century,African_slave_trade,3
2770,Space_Shuttle_program,Mars_Exploration_Rover,3
2771,Marie_Curie,Capital,3
2772,Dolphin,Alfred_Nobel,3
2773,Volleyball,Ghana,3
2774,Pony,Fungus,3
2775,Blade_Runner,Magnetism,3
2776,Hydrology,Praseodymium,3
2777,Blade_Runner,Crow,3
2778,Volcanic_pipe,Nintendo_DS,3
2779,Johann_Sebastian_Bach,Canadian_football,3
2780,Wasp,Attack_on_Pearl_Harbor,3
2781,Boolean_logic,Indian_Ocean,3
2782,Volcanic_pipe,Latin,3
2783,German_reunification,Taj_Mahal,3
2784,Internet,Nazism,3
2785,Turtle,Stroke,3
2786,Turtle,Nuclear_power,3
2787,Internet,Harlem_Globetrotters,3
2788,Lerwick,Beetle,3
2789,Blacktip_reef_shark,Black_hole,3
2790,Quark,Michael_Jordan,3
2791,Johann_Sebastian_Bach,England,3
2792,Wasp,Lima,3
2793,Tide,Mississippi_River,3
2794,Black_Rhinoceros,Enzyme_kinetics,3
2795,Markup_language,Jimmy_Wales,3
2796,Ordinal_number,Bluegrass_music,3
2797,Black_Wildebeest,Mango,3
2798,I_Want_to_Hold_Your_Hand,Drawing,3
2799,Wasp,Electrical_resistance,3
2800,Black_panther,German_language,3
2801,African_Brush-tailed_Porcupine,Mississippi_River,3
2802,Blackjack,Sulfur,3
2803,Still_Game,Turkey,3
2804,Still_Game,Citrus,3
2805,Mark_Twain,DNA_repair,3
2806,Alexander_the_Great,Isaac_Newton,3
2807,Tuvalu,Ganesha,3
2808,Brazil,Black_Wildebeest,3
2809,Tuvalu,Wild_cat,3
2810,Galaxy,Qatar,3
2811,Osama_bin_Laden,Galaxy,3
2812,Bob_Marley,Adolf_Hitler,3
2813,Thomas_Malthus,Turkey,3
2814,Nitrogen_fixation,Computer_programming,3
2815,Nitrification,Zionism,3
2816,Bobcat,Atheism,3
2817,Vestigial_structure,Microsoft,3
2818,Japan,Compact_Disc,3
2819,Japan,Metamorphic_rock,3
2820,Calvin_Coolidge,Potato,3
2821,American_Samoa,Hindi,3
2822,Bodyline,Johannesburg,3
2823,Bird_migration,Ronald_Reagan,3
2824,Bird_migration,Chemistry,3
2825,Varanasi,Palladium,3
2826,Bob_Marley,Zeus,3
2827,Heracles,Great_Wall_of_China,3
2828,Internet,Measles,3
2829,Black_Death,Chicken,3
2830,Charlie_Chaplin,Seaborgium,3
2831,Genealogy,Novel,3
2832,Brazil,Cerium,3
2833,Iran,Death_Valley_National_Park,3
2834,Iran,Northwest_Africa,3
2835,Hasekura_Tsunenaga,Lilongwe,3
2836,Boa,London,3
2837,Virginian_Railway,Tigris,3
2838,Italian_Renaissance,Mississippi_River,3
2839,Mario,Asteroid,3
2840,Mormon_Trail,DVD,3
2841,Bob_Marley,Evolution,3
2842,Heracles,Leaning_Tower_of_Pisa,3
2843,Romania,Seawater,3
2844,Italy,Heat,3
2845,The_Brothers_Karamazov,Polonium,3
2846,Amazon_Basin,Apricot,3
2847,Pope_John_Paul_II,Graphic_novel,3
2848,Recycling,Propaganda,3
2849,Pompeii,Madrid,3
2850,Helium,Rome,3
2851,Helium,Arctic,3
2852,Anglo-Saxon_literature,Arctic_Ocean,3
2853,Monty_Python,Peru,3
2854,President_of_the_United_States,Sea,3
2855,Wine,The_Hobbit,3
2856,Hellenistic_Greece,Mount_Everest,3
2857,Canada,Salt,3
2858,Music_of_Hawaii,Rain,3
2859,Bicycle_Thieves,Red_dwarf,3
2860,Billie_Holiday,Nazism,3
2861,Costa_Rica,Aristotle,3
2862,Liberia,Pollution,3
2863,Mathematical_analysis,Congo_River,3
2864,Music_of_the_United_States,Iran,3
2865,Helen,Marxism,3
2866,Hinduism,Boron,3
2867,Upsilon_Andromedae_b,Nepal,3
2868,Hinduism,Language,3
2869,Swastika,National_Hockey_League,3
2870,Guitar,Frankenstein,3
2871,Beriberi,Fourteenth_Amendment_to_the_United_States_Constitution,3
2872,Louis_Pasteur,Chicken,3
2873,Irrigation,Eagle,3
2874,Walter_Scott,Crusades,3
2875,Irrigation,Hovercraft,3
2876,Archimedes,Caribbean_Sea,3
2877,History_of_New_Jersey,Blue_Whale,3
2878,Mauna_Loa,Wombat,3
2879,Walter_Raleigh,Brussels,3
2880,Thermodynamics,Cereal,3
2881,Luxembourg,Mikhail_Gorbachev,3
2882,Weight_training,Louis_XIV_of_France,3
2883,Hinduism,Apollo,3
2884,Finance,Bolivia,3
2885,Biodiesel,Mumbai,3
2886,Angelica,Bill_Gates,3
2887,WTA_Tour_Championships,Marxism,3
2888,British_English,Beirut,3
2889,Hubble_Space_Telescope,Inca_Empire,3
2890,Hubble_Space_Telescope,Battle_of_Moscow,3
2891,Hubble_Space_Telescope,Domestic_goat,3
2892,Hurricane_Camille,Wright_brothers,3
2893,Martina_Navratilova,Ancient_Egypt,3
2894,Moon_landing,Golden_Eagle,3
2895,Lion,Chile,3
2896,Lion,African_Penguin,3
2897,Moon_landing,Bohemian_Rhapsody,3
2898,Germanium,Pyramid,3
2899,SimCity,Venus,3
2900,SimCity,Quantum_mechanics,3
2901,Human,Eagle,3
2902,Amazon_Basin,Chicago_Bears,3
2903,Bissau,List_of_elements_by_name,3
2904,Canada,Canadian_football,3
2905,Finance,Paraguay,3
2906,Sardar_Vallabhbhai_Patel,Gmail,3
2907,Carbon_dioxide,Binary_star,3
2908,Angelica,Florida,3
2909,Mary_I_of_Scotland,Organism,3
2910,Peregrine_Falcon,Raven,3
2911,Sonic_the_Hedgehog_%28character%29,Gmail,3
2912,History_of_South_Africa_in_the_apartheid_era,Apatosaurus,3
2913,Wales,Australian_English,3
2914,Red_dwarf,Novel,3
2915,Birmingham,Beaver,3
2916,Ho_Chi_Minh_City,The_Lion_King,3
2917,Red_dwarf,North_Korea,3
2918,Fine_art,Kazakhstan,3
2919,17th_century,Saturn,3
2920,Mahatma_Gandhi,Jesus,3
2921,Andromeda_Galaxy,Anne_Frank,3
2922,11th_century,Taiwan,3
2923,Alpaca,Unix,3
2924,10th_century,11th_century,3
2925,Magnet,Frankfurt,3
2926,Inca_Empire,Arctic_Circle,3
2927,Magpie,Newark%2C_New_Jersey,3
2928,Fashion,Niger_River,3
2929,Linux,Flag_of_the_Republic_of_China,3
2930,Horse,Julius_Caesar,3
2931,Machu_Picchu,FIFA,3
2932,Yemen,Ronald_Reagan,3
2933,Bean,Adolf_Hitler,3
2934,Arctic_Circle,Helium,3
2935,Bamako,Elephant,3
2936,Buenos_Aires,Dead_Sea,3
2937,Akira_Kurosawa,Chemistry,3
2938,Western_Sahara,Sweden,3
2939,Byzantine_Empire,Mount_Everest,3
2940,Looney_Tunes,DNA,3
2941,Western_Sahara,Leonardo_da_Vinci,3
2942,Albigensian_Crusade,Government,3
2943,Fashion,Sickle-cell_disease,3
2944,Barbados,Tennis,3
2945,Fashion,Zulu,3
2946,Leaning_Tower_of_Pisa,Glasgow,3
2947,Pliocene,Tiger,3
2948,Pliocene,Politics,3
2949,Batman,AIDS,3
2950,Malaspina_Glacier,Antananarivo,3
2951,Otter,Quetzalcoatl,3
2952,Ouagadougou,Elephant,3
2953,Bill_Clinton,Arctic,3
2954,Nintendo_DS,Rainforest,3
2955,Aleksandr_Vasilevsky,Sulfur,3
2956,Baruch_Spinoza,Swastika,3
2957,University,Sparrow,3
2958,Magnesium,Vitamin,3
2959,Nintendo_DS,History_of_the_Internet,3
2960,Buckminster_Fuller,String_theory,3
2961,Horn_of_Africa,Ununpentium,3
2962,Burundi,Galaxy,3
2963,Bald_Eagle,Clock,3
2964,Peanut,Fishing,3
2965,Fundamental_theorem_of_arithmetic,Berlin_Wall,3
2966,Cai_Lun,Black_hole,3
2967,Final_Fantasy_%28video_game%29,Milk,3
2968,Peanut,Pumpkin,3
2969,Luftwaffe,Muhammad,3
2970,Pennsylvania_Railroad,Star_Trek,3
2971,Architecture,Kenya,3
2972,Calligraphy,Halloween,3
2973,Pea,Rhodium,3
2974,Pope_John_Paul_II,Trout,3
2975,Calvin_and_Hobbes,Americium,3
2976,Auto_racing,Space_Invaders,3
2977,Manchester_United_F.C.,Sumatra,3
2978,Manchester_United_F.C.,Windows_Vista,3
2979,Martin_Luther,Plutonium,3
2980,Maglev_train,Greenland,3
2981,Caesium_fluoride,Saturn_V,3
2982,Meat,Leonardo_da_Vinci,3
2983,Mali,Sputnik_2,3
2984,Love,Photosynthesis,3
2985,Button,B_vitamins,3
2986,Love,Rhine,3
2987,Meat,Fish,3
2988,Love,Blackpool,3
2989,PONG,Qatar,3
2990,Button,Pythagoras,3
2991,Button,Working_poor,3
2992,Magna_Carta,Wright_brothers,3
2993,Nintendo,Cheese,3
2994,Nintendo,Bologna,3
2995,Magna_Carta,Blue_shark,3
2996,Maize,The_Lion_King,3
2997,Cactus,Barley,3
2998,Soybean,Romeo_and_Juliet,3
2999,Brush,Full_moon,3
3000,Alexander_Graham_Bell,Black_Death,3
3001,Batman,Fertilizer,3
3002,Civilization_%28computer_game%29,Cholera,3
3003,Jurassic,Bacteria,3
3004,Niobium,Internet,3
3005,Ganges_River,Ecuador,3
